"geometry",".tidygraph_node_index"
c(10.249104, 56.2020054),1828
c(10.2516416, 56.202267),1830
c(10.2524697, 56.2010278),NA
c(10.2523727, 56.20083),1832
c(10.2566599, 56.2013526),1833
c(10.2546179, 56.2003033),NA
c(10.2539183, 56.1999585),1834
c(10.2564694, 56.1996671),1836
c(10.2560711, 56.2029414),1837
c(10.2557218, 56.2028461),NA
c(10.2556485, 56.2028284),NA
c(10.2556122, 56.2028197),NA
c(10.2555556, 56.202806),NA
c(10.2552421, 56.2027304),NA
c(10.2552053, 56.2027215),NA
c(10.2548574, 56.2026376),NA
c(10.2546167, 56.2025795),NA
c(10.2545028, 56.2025521),NA
c(10.2544605, 56.2025419),NA
c(10.2540723, 56.2024482),NA
c(10.2537263, 56.2023647),NA
c(10.2534992, 56.20231),NA
c(10.253457, 56.2022998),1838
c(10.2583645, 56.2013518),1839
c(10.2587487, 56.2019984),1840
c(10.2672816, 56.2024079),1841
c(10.2678054, 56.200085),NA
c(10.2680985, 56.1986004),NA
c(10.2681915, 56.1980974),1842
c(10.2655768, 56.2021137),1843
c(10.2665714, 56.1977112),1844
c(10.2683973, 56.1977482),1845
c(10.2682351, 56.1979608),NA
c(10.2667373209689, 56.1973609923753),1846
c(10.266613, 56.1975656),NA
c(10.2687929, 56.2031039),1847
c(10.2684539, 56.2030005),1848
c(10.2598493, 56.2031968),1849
c(10.2613482, 56.2029543),1850
c(10.2689849, 56.2036353),1851
c(10.2656506, 56.2047203),NA
c(10.2658935, 56.20539),NA
c(10.265885112719, 56.2054205779659),1853
c(10.2647434334395, 56.2052920515944),1854
c(10.2646174, 56.2048303),NA
c(10.2649188, 56.2037853),NA
c(10.2638199, 56.204762),1856
c(10.2640867, 56.2037057),NA
c(10.2630333, 56.204688),1858
c(10.2632552, 56.2036489),NA
c(10.2622469, 56.2046234),1860
c(10.2624226, 56.2036034),NA
c(10.2614557, 56.2044981),1862
c(10.2615896, 56.2035651),NA
c(10.2606726, 56.2043223),1864
c(10.2346918, 56.1939017),1866
c(10.2349858, 56.193747),NA
c(10.2350838, 56.1937179),NA
c(10.2358878, 56.1937126),NA
c(10.2366278, 56.193685),NA
c(10.2373799, 56.1936236),NA
c(10.2374785, 56.1935802),NA
c(10.2375399, 56.1934953),1867
c(10.2379739, 56.1925625),NA
c(10.2381323, 56.1921754),NA
c(10.2384118, 56.1911383),NA
c(10.2385818, 56.1902195),NA
c(10.2384897, 56.1895093),1868
c(10.2382918, 56.1887764),1869
c(10.2379154, 56.1888076),NA
c(10.2368972, 56.1890006),NA
c(10.2367744, 56.1890198),NA
c(10.2340491, 56.1895158),NA
c(10.2325533, 56.1901544),NA
c(10.2314481, 56.1906377),NA
c(10.2302789, 56.1911477),NA
c(10.2298898, 56.1913174),NA
c(10.2292333, 56.1915895),NA
c(10.2291714, 56.1916162),1870
c(10.2375708, 56.190216),1871
c(10.2375446, 56.19058),NA
c(10.237588, 56.1912436),1872
c(10.2249521, 56.1819783),1873
c(10.223951, 56.1811893),1874
c(10.1943469, 56.186618),1875
c(10.1944662, 56.1866534),NA
c(10.1946349, 56.1867041),1876
c(10.2098594, 56.1571854),1877
c(10.2099446, 56.1572163),NA
c(10.215809, 56.1751628),1878
c(10.2155191, 56.1749186),1879
c(10.147813, 56.1333074),1880
c(10.1468317, 56.1329893),NA
c(10.1452403478268, 56.1330304006692),1881
c(10.2006561, 56.1179421),1882
c(10.2008533, 56.1185325),1883
c(10.1983324, 56.1181806),1884
c(10.1995279, 56.118086),NA
c(10.1999288, 56.1180543),NA
c(10.2030266, 56.1175697),NA
c(10.2071112, 56.1174304),1885
c(10.1423985, 56.145922),1886
c(10.1414549651325, 56.1460675097759),1888
c(10.1414894, 56.1460676),1889
c(10.1463995, 56.1466614),1890
c(10.14646, 56.1460716),NA
c(10.1465318, 56.1455435),NA
c(10.1465668, 56.1452867),1891
c(10.146136, 56.146057),1893
c(10.1434697, 56.1443573),1894
c(10.1434896, 56.1441745),NA
c(10.1435889, 56.1435033),NA
c(10.1436354, 56.1431198),1895
c(10.1434418, 56.1414094),1896
c(10.1434472, 56.1413679),NA
c(10.1434339, 56.1413296),1897
c(10.1445979, 56.1412708),1898
c(10.1449608, 56.1412506),1899
c(10.1452627, 56.1412718),1900
c(10.1455894, 56.1414902),NA
c(10.1464713, 56.1416269),NA
c(10.1467599, 56.1416488),NA
c(10.1468198, 56.1416558),NA
c(10.1477831, 56.1416424),1901
c(10.1799641, 56.1496235),1902
c(10.1797595, 56.1493745),1903
c(10.1819342, 56.1531336),1904
c(10.1824489, 56.1529644),1905
c(10.1821917, 56.1525232),1906
c(10.1824361, 56.150335),NA
c(10.1824434, 56.1499903),NA
c(10.1816175, 56.1498237),NA
c(10.1807255, 56.1501631),1907
c(10.1811969, 56.1532719),1909
c(10.1784111, 56.150914),NA
c(10.1820991, 56.153311),1910
c(10.1780224, 56.1477463),1911
c(10.1780353, 56.147441),NA
c(10.1773253, 56.1469245),1912
c(10.1833957, 56.1531511),1913
c(10.1832734, 56.1528018),NA
c(10.1832958, 56.1526544),NA
c(10.1835966, 56.151472),1914
c(10.1843498, 56.1515232),1915
c(10.1850009, 56.1516106),NA
c(10.1850493, 56.1516291),NA
c(10.1854358, 56.1517917),NA
c(10.1854781, 56.1518117),NA
c(10.1859014, 56.1520118),NA
c(10.185985, 56.1520513),NA
c(10.1866696, 56.1526163),NA
c(10.1866966, 56.1526682),1916
c(10.1881099, 56.1519182),1917
c(10.1871126, 56.1513927),1918
c(10.1875548, 56.1522451),1919
c(10.179034, 56.1467249),1920
c(10.1792066, 56.1468088),NA
c(10.1794248, 56.1469202),NA
c(10.1796394, 56.1470299),NA
c(10.179843, 56.1471338),NA
c(10.1835628, 56.1493487),NA
c(10.1838774, 56.149555),NA
c(10.1844865, 56.1501065),1921
c(10.1875324, 56.1499893),1922
c(10.1922035, 56.1516129),1923
c(10.1928637, 56.1519597),NA
c(10.1938796, 56.1526508),NA
c(10.1940599, 56.1528205),1924
c(10.1955363, 56.151318),NA
c(10.1954394, 56.1510327),NA
c(10.1951693, 56.1502565),1925
c(10.1962042, 56.1524064),1926
c(10.1959658, 56.1524307),NA
c(10.1959297, 56.1523108),NA
c(10.1958843, 56.1521594),NA
c(10.1957764, 56.1520364),NA
c(10.1981581, 56.1515349),NA
c(10.1978024, 56.1516609),NA
c(10.1976356, 56.1514984),1930
c(10.1811455, 56.1562604),1931
c(10.1801135, 56.1562748),NA
c(10.1790855, 56.1562185),NA
c(10.1780641, 56.1561478),NA
c(10.1770635, 56.1560844),NA
c(10.1761203, 56.156),NA
c(10.174672, 56.1558643),NA
c(10.1744376, 56.1557905),1932
c(10.1908592, 56.1573362),1934
c(10.1877977, 56.1565153),1935
c(10.1877738, 56.1565673),NA
c(10.1875641, 56.1570239),1936
c(10.1870797, 56.154322),1938
c(10.1856405, 56.1542714),1939
c(10.186248, 56.1542947),NA
c(10.1864503, 56.1543014),NA
c(10.1869739, 56.1543185),NA
c(10.1876707, 56.1543414),NA
c(10.1878566, 56.1543475),NA
c(10.1881872, 56.1543583),NA
c(10.1884171, 56.1543659),NA
c(10.1886996, 56.1543751),NA
c(10.1890031, 56.1543851),NA
c(10.189117, 56.1543888),1940
c(10.1879334, 56.1550844),NA
c(10.1888819, 56.1551165),NA
c(10.1889584, 56.1551191),NA
c(10.1891998, 56.1551273),NA
c(10.189277, 56.15513),NA
c(10.1897568, 56.1551475),NA
c(10.1898349, 56.1551503),NA
c(10.1898678, 56.1551515),NA
c(10.1904062, 56.1551711),NA
c(10.1906645, 56.1551816),1941
c(10.1714031, 56.1565396),1945
c(10.1648645, 56.1552237),1946
c(10.1648571, 56.1552616),1947
c(10.1447175095987, 56.1348316234622),1948
c(10.1447351, 56.1347831),1949
c(10.1454182, 56.140041),1951
c(10.1443585, 56.1383847),NA
c(10.1443455, 56.1386202),NA
c(10.1443031, 56.1396819),1953
c(10.173769, 56.1763448),1954
c(10.1735851, 56.1757596),1955
c(10.1594399, 56.1678319),1956
c(10.1592921, 56.167963),NA
c(10.1591507, 56.1680883),NA
c(10.1588656, 56.1681584),NA
c(10.1586134, 56.1679156),NA
c(10.1587534, 56.1677915),NA
c(10.1589148, 56.1676484),1957
c(10.1527105, 56.1651213),NA
c(10.1530622, 56.1653242),NA
c(10.1530469, 56.1655067),NA
c(10.1533741, 56.1656554),NA
c(10.1534293, 56.1657051),NA
c(10.1538364, 56.1658209),NA
c(10.1542978, 56.1659554),NA
c(10.1544109, 56.166006),NA
c(10.1547874, 56.1661),NA
c(10.1549119, 56.1661235),NA
c(10.1552654, 56.1662918),NA
c(10.1557525, 56.1664705),NA
c(10.1561004, 56.1665704),NA
c(10.1563157, 56.1666423),NA
c(10.156735, 56.1667824),NA
c(10.1568853, 56.1668304),1958
c(10.1711075, 56.1728232),1959
c(10.1711424, 56.1729157),NA
c(10.1711824, 56.1730217),NA
c(10.1712712, 56.1732567),NA
c(10.1714769, 56.1737769),NA
c(10.1717363, 56.1747944),1960
c(10.1718108, 56.1724113),1961
c(10.171819, 56.1728988),1962
c(10.1722379, 56.1736829),1964
c(10.1725632, 56.174323),1965
c(10.1703426, 56.1732618),NA
c(10.1693952, 56.1732514),NA
c(10.1684108, 56.1732394),NA
c(10.1675172, 56.173232),NA
c(10.1674193, 56.1732296),NA
c(10.1657072, 56.173216),1967
c(10.1675182, 56.1731854),1969
c(10.1653893, 56.1731769),1970
c(10.1660979, 56.1731796),NA
c(10.1661501, 56.1731798),NA
c(10.166511, 56.1731811),NA
c(10.1671037, 56.1731833),NA
c(10.167675, 56.1731853),NA
c(10.1681837, 56.1731865),1971
c(10.1880323, 56.1691523),1972
c(10.1882168, 56.1691748),1973
c(10.1870629, 56.1690306),1974
c(10.1856217, 56.1691621),1975
c(10.1866842, 56.1693182),1976
c(10.1875164, 56.167693),1977
c(10.1882161, 56.1673692),1978
c(10.1838796, 56.1678592),NA
c(10.1846266, 56.1675045),NA
c(10.1848009, 56.1674022),NA
c(10.1856399, 56.1668957),NA
c(10.1856822, 56.1668716),NA
c(10.1858966, 56.1667503),NA
c(10.1859633, 56.1667113),NA
c(10.1867554, 56.1662597),1979
c(10.1849941, 56.1665023),1981
c(10.184123, 56.1667678),NA
c(10.1841736, 56.1669487),1983
c(10.1844949, 56.1666119),1985
c(10.1836524, 56.1670635),1986
c(10.184056, 56.167031),NA
c(10.1852788, 56.1730194),1987
c(10.1842188, 56.1731224),NA
c(10.1840683, 56.1731137),1988
c(10.1840647, 56.1731005),1989
c(10.183995, 56.173176),1990
c(10.1837843, 56.172397),1991
c(10.1838937, 56.1724309),NA
c(10.1840385, 56.1726456),NA
c(10.1801028, 56.1753374),1994
c(10.1785362, 56.1748114),NA
c(10.1791009, 56.1742399),NA
c(10.1798543, 56.1735502),1997
c(10.1777449, 56.1777234),1998
c(10.1772976, 56.1772703),2000
c(10.17719, 56.1773458),NA
c(10.1770792, 56.1774235),2001
c(10.1720818, 56.1768702),NA
c(10.1722029, 56.1771724),NA
c(10.1723236, 56.1774732),NA
c(10.1724406, 56.1777649),NA
c(10.1724743, 56.1778488),NA
c(10.1725043, 56.1779235),NA
c(10.172621, 56.1782146),NA
c(10.1727343, 56.1785031),NA
c(10.1727588235158, 56.1785632917159),2005
c(10.16874760596, 56.17665438622),2006
c(10.1686336, 56.1763604),NA
c(10.1684766, 56.1759276),2007
c(10.16906, 56.1763072),NA
c(10.1682219188145, 56.1764041923288),2009
c(10.1678001425843, 56.1762034495022),2011
c(10.1696576, 56.1770385),2012
c(10.1696794671617, 56.1770978798226),2013
c(10.1723057, 56.1723353),NA
c(10.1726794, 56.1722687),2014
c(10.1972466, 56.1713634),NA
c(10.1973628, 56.1712289),NA
c(10.1974632, 56.1711194),2016
c(10.1978166, 56.1715252),2018
c(10.1979139, 56.1706203),2019
c(10.1977735, 56.170701),NA
c(10.1976693, 56.1708334),NA
c(10.1986779, 56.169869),2020
c(10.1984813, 56.1699726),NA
c(10.1983522, 56.1699842),2021
c(10.199722, 56.1700136),NA
c(10.1995335, 56.1697907),NA
c(10.1992079, 56.1697238),2022
c(10.1990115, 56.1700009),2023
c(10.1990985, 56.1698839),NA
c(10.1999731, 56.1695037),2026
c(10.2000064, 56.1690084),NA
c(10.2002836, 56.1690554),2028
c(10.2003912, 56.1685959),2030
c(10.2006348, 56.1687085),NA
c(10.2010017, 56.1688908),2031
c(10.2005406, 56.1688808),2033
c(10.2000956, 56.1692121),2035
c(10.2055531, 56.1658074),2036
c(10.2058496, 56.1658689),NA
c(10.2064375, 56.1659916),2037
c(10.2067156, 56.1643603),2038
c(10.2064896, 56.1647519),NA
c(10.2059729, 56.1653827),NA
c(10.208111, 56.1638162),2040
c(10.2077838, 56.1639158),NA
c(10.2075973, 56.1640126),NA
c(10.2074277, 56.1640706),NA
c(10.2070913, 56.1644355),NA
c(10.2066722, 56.164351),2041
c(10.2059627, 56.1639851),NA
c(10.2056444, 56.1644829),2042
c(10.2052572, 56.1640137),NA
c(10.2052117, 56.163928),NA
c(10.2046592, 56.1636488),NA
c(10.1979769, 56.1625952),2043
c(10.1951548, 56.1642981),2044
c(10.1950713, 56.1641542),NA
c(10.1949804, 56.1639952),2045
c(10.1951912, 56.1639619),2046
c(10.1945873, 56.1640617),2047
c(10.1938504, 56.1646836),2048
c(10.1936657, 56.1643706),NA
c(10.193616, 56.1642768),NA
c(10.1936078, 56.1642613),NA
c(10.1932841, 56.1641293),NA
c(10.1922222, 56.1642967),NA
c(10.1911211, 56.1644694),2049
c(10.1912145, 56.1646379),2050
c(10.191285, 56.1647704),2051
c(10.1892758, 56.1630832),2052
c(10.1897149, 56.1633628),NA
c(10.1898678, 56.1634519),NA
c(10.1907758, 56.1644582),2053
c(10.186449, 56.1651144),2054
c(10.1875945, 56.1658378),2055
c(10.1873623, 56.1667717),2056
c(10.188174, 56.1663904),2057
c(10.1880851, 56.1672869),2058
c(10.1888985, 56.1669314),2059
c(10.1888088, 56.1677806),2060
c(10.1896459, 56.1673198),2061
c(10.1897649, 56.1672549),2062
c(10.1897492, 56.1672631),NA
c(10.1877503, 56.1657805),2063
c(10.1884713, 56.1662404),2064
c(10.1891481, 56.1667353),2065
c(10.1900192, 56.1706258),2066
c(10.1901449, 56.1706082),NA
c(10.1902149, 56.1705984),NA
c(10.1906304, 56.1705471),NA
c(10.1909053, 56.1705125),NA
c(10.1913085, 56.1704609),2067
c(10.1922977, 56.1709076),2068
c(10.1922509, 56.1707872),NA
c(10.1920784, 56.1703466),2069
c(10.2060742, 56.1601176),2070
c(10.1938353, 56.1574196),2071
c(10.1944046, 56.1575174),2072
c(10.1613701, 56.1689882),NA
c(10.1613486, 56.1690005),NA
c(10.1609947, 56.1691916),NA
c(10.160487, 56.1694338),NA
c(10.1599886, 56.1696423),NA
c(10.1599029, 56.1696804),NA
c(10.1591253, 56.1699778),NA
c(10.1580778, 56.1660937),2073
c(10.1591335, 56.1663197),NA
c(10.1613623, 56.1666835),NA
c(10.1628925, 56.1670264),2074
c(10.1563906, 56.1676851),2075
c(10.1554249, 56.167355),NA
c(10.1545858, 56.1670759),NA
c(10.1544409, 56.1670279),NA
c(10.1540034, 56.1668654),NA
c(10.1535891, 56.1667432),NA
c(10.1529597, 56.1665315),NA
c(10.1516926, 56.166055),NA
c(10.1514016, 56.165896),NA
c(10.1513059, 56.1658906),2076
c(10.1498173, 56.1667288),2077
c(10.1508997, 56.1674251),2078
c(10.1433152, 56.1589343),2079
c(10.1433328371345, 56.1591990444394),2080
c(10.1595218, 56.1606742),2081
c(10.1594515, 56.1608118),2082
c(10.1603948, 56.1608678),NA
c(10.1603174, 56.1608021),2083
c(10.1813917, 56.1747452),2084
c(10.1816909, 56.1747819),NA
c(10.1823276, 56.1747125),NA
c(10.1828605, 56.1746211),NA
c(10.184008, 56.1744315),NA
c(10.18427, 56.174388),NA
c(10.1845328, 56.1743438),NA
c(10.1850458, 56.1742579),NA
c(10.1856533, 56.1741583),2085
c(10.1910851, 56.1732478),2086
c(10.1909876, 56.1729806),NA
c(10.1908713, 56.172704),NA
c(10.1907327, 56.1723745),NA
c(10.1906364, 56.1721457),NA
c(10.1905215, 56.1718724),NA
c(10.1902891, 56.1713792),NA
c(10.1901066, 56.1710004),NA
c(10.1898172, 56.1703259),NA
c(10.1895898, 56.1698402),NA
c(10.1895822, 56.1697823),NA
c(10.189571, 56.1697346),NA
c(10.1894277, 56.1694144),NA
c(10.1893506, 56.1692466),NA
c(10.1892983, 56.169185),NA
c(10.1889936, 56.168967),NA
c(10.1889603, 56.1689487),2087
c(10.1948171, 56.1738934),NA
c(10.1954412, 56.1737912),NA
c(10.1959336, 56.1737036),NA
c(10.1964007, 56.1736282),NA
c(10.1964296, 56.1736263),NA
c(10.1971548, 56.1735102),2089
c(10.1768012, 56.1148998),2090
c(10.1768514, 56.1157518),NA
c(10.1769286, 56.1161545),2091
c(10.1806844, 56.1168148),2092
c(10.1800404, 56.1176549),2093
c(10.182076, 56.1170223),2094
c(10.1812919, 56.1180509),2095
c(10.1792337, 56.1165895),2096
c(10.1807587, 56.1167544),NA
c(10.1821869, 56.1169437),NA
c(10.1835103, 56.1171242),NA
c(10.1854318, 56.1175727),2097
c(10.1830106, 56.1191837),2098
c(10.1836412, 56.1192788),2099
c(10.1845461, 56.1176497),2100
c(10.1834801, 56.1196074),2101
c(10.1858711, 56.1181452),NA
c(10.1859022, 56.1181958),2102
c(10.1825197, 56.1151346),2103
c(10.1826267, 56.115125),NA
c(10.1831621, 56.1150769),NA
c(10.1832843, 56.1150659),NA
c(10.1833185, 56.1150402),NA
c(10.1835743, 56.1148919),NA
c(10.18401, 56.1148469),NA
c(10.183889, 56.1143398),2104
c(10.1826875, 56.1152672),2105
c(10.1832097, 56.115226),NA
c(10.1836497, 56.1151912),NA
c(10.1841298, 56.1151513),2106
c(10.1836115, 56.1150396),NA
c(10.1836162, 56.1150581),NA
c(10.183735, 56.1152787),NA
c(10.184014, 56.1154445),NA
c(10.1841433, 56.1155033),2108
c(10.1892326, 56.1156819),2109
c(10.1891086, 56.1151082),NA
c(10.1881449, 56.1151906),NA
c(10.1872999, 56.1152531),2110
c(10.1882636, 56.1157202),2112
c(10.1881614, 56.113971),2113
c(10.1882194, 56.1141871),NA
c(10.188246, 56.114293),NA
c(10.1883314, 56.1146305),NA
c(10.1883604, 56.1147477),2114
c(10.1880464, 56.1147739),2115
c(10.1886623, 56.1147188),2116
c(10.1879015, 56.1142168),2117
c(10.1885085, 56.1141629),2118
c(10.1930277, 56.1126351),2119
c(10.2060566, 56.1360735),2121
c(10.2060428, 56.1358472),NA
c(10.2059293, 56.1352345),NA
c(10.2056116, 56.134289),NA
c(10.2050501, 56.1333505),NA
c(10.204844, 56.1325377),NA
c(10.2045223, 56.1318928),NA
c(10.2043542, 56.1315886),NA
c(10.2036448, 56.131052),NA
c(10.2079018, 56.1342113),2122
c(10.207503, 56.1342371),NA
c(10.2072714, 56.1342421),NA
c(10.206517, 56.1342587),NA
c(10.205473, 56.1342974),NA
c(10.2050343, 56.1343885),NA
c(10.2047297, 56.1347381),2123
c(10.2020018, 56.1343585),2124
c(10.2035284, 56.1346759),2125
c(10.2046097, 56.1336717),NA
c(10.2063841, 56.1327803),NA
c(10.2065697, 56.1327105),2126
c(10.1663904, 56.1192944),2127
c(10.1659138, 56.1189593),2128
c(10.201839, 56.1358448),2129
c(10.201357, 56.1352824),NA
c(10.2001019, 56.1346725),NA
c(10.1995872, 56.134278),NA
c(10.1994327, 56.1338721),NA
c(10.1988369, 56.132925),NA
c(10.1986943, 56.1328584),NA
c(10.1984675, 56.1327819),2130
c(10.1999106, 56.1361372),2133
c(10.2019119, 56.1362448),2134
c(10.2006517, 56.1381971),2135
c(10.2011608, 56.1378778),NA
c(10.2016125, 56.137548),NA
c(10.2019162, 56.1360461),NA
c(10.2020194, 56.1360651),NA
c(10.2020902, 56.1360319),2136
c(10.1954134, 56.132885),2137
c(10.1951703, 56.1328473),NA
c(10.1948552, 56.1328129),NA
c(10.1942892, 56.1327881),NA
c(10.194271, 56.1327664),NA
c(10.1932905, 56.1326596),2138
c(10.1972987, 56.1338315),NA
c(10.1973228, 56.133715),NA
c(10.1973228, 56.1336171),NA
c(10.1983662, 56.133144),NA
c(10.1990842, 56.1327182),NA
c(10.2000721, 56.1319811),NA
c(10.2002292, 56.1317972),NA
c(10.2001814, 56.1316642),2140
c(10.2001204, 56.133878),NA
c(10.2003844, 56.1329488),NA
c(10.200752, 56.1320797),NA
c(10.2013897, 56.1315029),NA
c(10.2016479, 56.1312883),2142
c(10.2020491, 56.133445),2143
c(10.1989268, 56.1327315),NA
c(10.1986519, 56.1326941),2144
c(10.1979183, 56.1338241),NA
c(10.1975816, 56.1337583),NA
c(10.1989161, 56.120179),2149
c(10.1988818, 56.1203065),NA
c(10.1989454, 56.1203509),NA
c(10.201208, 56.1210275),NA
c(10.201837, 56.1213408),NA
c(10.2033631, 56.1222648),NA
c(10.2050006, 56.1249178),NA
c(10.2051923, 56.1254905),2150
c(10.2011749, 56.1201369),NA
c(10.2015004, 56.1201259),NA
c(10.2029206, 56.1203211),NA
c(10.2034208, 56.120407),NA
c(10.2044101, 56.1205838),NA
c(10.2052362, 56.1207241),NA
c(10.2055351, 56.1208266),NA
c(10.2059099, 56.1210791),2152
c(10.2056335, 56.1245002),2153
c(10.2058167, 56.1243336),NA
c(10.2051019, 56.1222736),NA
c(10.2033231, 56.1212453),2154
c(10.2059971, 56.1245894),2155
c(10.202744, 56.1167769),2156
c(10.2024128, 56.1158099),2157
c(10.1976361, 56.1162778),2158
c(10.198682, 56.1161751),NA
c(10.1992701, 56.1161174),NA
c(10.1995946, 56.1160855),NA
c(10.2004287, 56.1160037),NA
c(10.2009779, 56.1159498),NA
c(10.2015561, 56.1158926),NA
c(10.202242, 56.1158234),NA
c(10.2029484, 56.1157608),NA
c(10.2037078, 56.1156881),NA
c(10.2046058, 56.1155176),NA
c(10.2050813, 56.1154015),NA
c(10.2051479, 56.1154028),2159
c(10.1967829, 56.1142513),2160
c(10.1996549, 56.1139992),NA
c(10.1998687, 56.1139823),NA
c(10.2003141, 56.1139407),NA
c(10.2004897, 56.113921),NA
c(10.2010645, 56.1138116),NA
c(10.2009125, 56.1134585),2161
c(10.2015943, 56.1120784),2162
c(10.2017955, 56.1128712),NA
c(10.2021406, 56.1134383),NA
c(10.2022497, 56.1134551),NA
c(10.2034662, 56.1133219),2163
c(10.200739, 56.1147589),2166
c(10.2020732, 56.1146689),NA
c(10.2042121, 56.114413),2167
c(10.2052241, 56.1153453),2170
c(10.2080202, 56.1102205),2171
c(10.2076055, 56.1102661),NA
c(10.2071572, 56.1103145),NA
c(10.2069782, 56.1103338),NA
c(10.2068087, 56.1103521),NA
c(10.206391, 56.1103982),NA
c(10.2055763, 56.1104967),2172
c(10.2035816, 56.1124546),2173
c(10.2036432, 56.1119352),2174
c(10.2044344, 56.1127381),2175
c(10.2057201, 56.1114326),NA
c(10.2058558, 56.1113061),NA
c(10.2068431, 56.1107008),NA
c(10.2069169, 56.1106456),NA
c(10.2069232, 56.110467),2176
c(10.2090479, 56.1123568),2177
c(10.2073094, 56.111451),NA
c(10.2062554, 56.1139488),2179
c(10.2065464, 56.1136958),NA
c(10.2062374, 56.112369),NA
c(10.2074753, 56.11385),NA
c(10.2079304, 56.1139256),NA
c(10.2083368, 56.1139931),2182
c(10.205522, 56.1112724),NA
c(10.204457, 56.1114158),NA
c(10.2041057, 56.1114643),NA
c(10.2015093, 56.1112071),NA
c(10.2005721, 56.1120136),2184
c(10.1948461, 56.1126971),2185
c(10.1947218, 56.1128766),NA
c(10.1934845, 56.1140825),NA
c(10.1934923, 56.114507),NA
c(10.1934929, 56.1145398),NA
c(10.1934833, 56.1150067),NA
c(10.1928432, 56.1150447),NA
c(10.192266, 56.1150581),NA
c(10.1916678, 56.115072),NA
c(10.1911071, 56.1150851),NA
c(10.1910757, 56.1150858),2188
c(10.1903727, 56.1151215),2189
c(10.2033606, 56.1742084),2190
c(10.2031236, 56.174593),2191
c(10.1906795, 56.18047),2192
c(10.1908374, 56.1805437),NA
c(10.1910774, 56.1806546),NA
c(10.1915949, 56.1808526),NA
c(10.1918815, 56.1809486),NA
c(10.1925313, 56.1811538),2193
c(10.2003003, 56.1804018),2194
c(10.2009063, 56.1803872),NA
c(10.2016926, 56.1803775),NA
c(10.2018129, 56.180376),NA
c(10.202002, 56.1803717),NA
c(10.2023264, 56.1803644),NA
c(10.2026322, 56.1803575),NA
c(10.2029451, 56.1803475),NA
c(10.2032612, 56.1803373),NA
c(10.2038581, 56.180318),NA
c(10.2038833, 56.1803171),NA
c(10.2041087, 56.1803088),NA
c(10.2042035, 56.1803056),NA
c(10.2046197, 56.1802918),2195
c(10.2049245, 56.1791928),2196
c(10.2048817, 56.1793575),NA
c(10.2048275, 56.1795507),NA
c(10.2047666, 56.1797678),NA
c(10.2046731, 56.1801014),NA
c(10.2045703, 56.1804754),NA
c(10.202254, 56.1798665),2198
c(10.204292, 56.1800438),NA
c(10.2045496, 56.1797548),NA
c(10.2042945, 56.1795975),NA
c(10.2044322, 56.1794541),NA
c(10.2045854, 56.1792988),NA
c(10.204753, 56.1791211),2200
c(10.2054486, 56.1774809),2201
c(10.2054982, 56.1773466),NA
c(10.2055643, 56.1771675),NA
c(10.205583, 56.1771168),NA
c(10.2056651, 56.1768986),NA
c(10.2057378, 56.1766951),NA
c(10.2058091, 56.1763425),NA
c(10.2057984, 56.176273),NA
c(10.2057952, 56.1762502),NA
c(10.2050723, 56.1784881),NA
c(10.2053809, 56.1776491),NA
c(10.2008447, 56.1797144),2202
c(10.199481, 56.1799242),2203
c(10.1831768, 56.1782868),2204
c(10.1832052, 56.1781993),NA
c(10.1833161, 56.1781073),NA
c(10.18338, 56.1780542),NA
c(10.1834323, 56.1779896),NA
